Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting,HoloPleisto
223002,Kyatwa,Uganda,Tuff cone(s),Evidence Uncertain,Unknown,Africa and Red Sea,Africa (central),0.45,30.25,1430,Foidite,Rift zone / Continental crust (>25 km),Holocene
223003,Katwe-Kikorongo,Uganda,Tuff cone(s),Evidence Credible,Unknown,Africa and Red Sea,Africa (central),-0.08,29.92,1067,Foidite,Rift zone / Continental crust (>25 km),Holocene
223004,Bunyaruguru,Uganda,Maar(s),Evidence Credible,Unknown,Africa and Red Sea,Africa (central),-0.2,30.08,1554,Foidite,Rift zone / Continental crust (>25 km),Holocene
223005,Katunga,Uganda,Tuff cone,Evidence Credible,Unknown,Africa and Red Sea,Africa (central),-0.471,30.191,1707,Foidite,Rift zone / Continental crust (>25 km),Holocene
223020,Nyamuragira,DR Congo,Shield,Eruption Observed,2020 CE,Africa and Red Sea,Africa (central),-1.408,29.2,3058,Trachybasalt / Tephrite Basanite,Rift zone / Continental crust (>25 km),Holocene
223030,Nyiragongo,DR Congo,Stratovolcano,Eruption Observed,2020 CE,Africa and Red Sea,Africa (central),-1.52,29.25,3470,Foidite,Rift zone / Continental crust (>25 km),Holocene
223040,Karisimbi,DR Congo-Rwanda,Stratovolcano,Eruption Dated,8050 BCE,Africa and Red Sea,Africa (central),-1.506,29.45,4490,Trachybasalt / Tephrite Basanite,Rift zone / Continental crust (>25 km),Holocene
223050,Visoke,DR Congo-Rwanda,Stratovolcano,Eruption Observed,1957 CE,Africa and Red Sea,Africa (central),-1.458,29.485,3696,Trachyandesite / Basaltic Trachyandesite,Rift zone / Continental crust (>25 km),Holocene
223060,Muhavura,Uganda-Rwanda,Stratovolcano,Evidence Credible,Unknown,Africa and Red Sea,Africa (central),-1.383,29.678,4103,Trachybasalt / Tephrite Basanite,Rift zone / Continental crust (>25 km),Holocene
223070,Bufumbira,Uganda,Pyroclastic cone(s),Evidence Uncertain,Unknown,Africa and Red Sea,Africa (central),-1.23,29.72,2440,Phono-tephrite /  Tephri-phonolite,Rift zone / Continental crust (>25 km),Holocene
223080,Tshibinda,DR Congo,Pyroclastic cone(s),Evidence Credible,Unknown,Africa and Red Sea,Africa (central),-2.32,28.75,1460,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km),Holocene
224002,San Carlos,Equatorial Guinea,Shield,Evidence Credible,Unknown,Africa and Red Sea,Africa (western),3.35,8.52,2260,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
224003,San Joaquin,Equatorial Guinea,Shield,Evidence Credible,Unknown,Africa and Red Sea,Africa (western),3.35,8.63,2009,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
224004,Santa Isabel,Equatorial Guinea,Shield,Eruption Observed,1923 CE,Africa and Red Sea,Africa (western),3.588,8.762,2999,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
224010,Cameroon,Cameroon,Stratovolcano,Eruption Observed,2000 CE,Africa and Red Sea,Africa (western),4.203,9.17,4095,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
224011,Tombel Graben,Cameroon,Pyroclastic cone(s),Evidence Credible,Unknown,Africa and Red Sea,Africa (western),4.758,9.717,500,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
224030,Oku Volcanic Field,Cameroon,Stratovolcano,Evidence Uncertain,Unknown,Africa and Red Sea,Africa (western),6.25,10.5,3011,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
225001,Todra Volcanic Field,Niger,Pyroclastic cone(s),Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),17.68,8.5,1780,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
225002,Tin Zaouatene Volcanic Field,Mali,Volcanic field,Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),19.83,2.83,700,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
225004,Tahalra Volcanic Field,Algeria,Pyroclastic cone(s),Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),22.67,5,1467,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
225005,Atakor Volcanic Field,Algeria,Pyroclastic cone(s),Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),23.33,5.83,2918,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
225006,Manzaz Volcanic Field,Algeria,Pyroclastic cone(s),Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),23.92,5.83,1672,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
225009,"Toh, Tarso",Chad,Volcanic field,Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),21.33,16.33,2000,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
225010,"Tousside, Tarso",Chad,Stratovolcano,Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),21.03,16.45,3265,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km),Holocene
225020,"Voon, Tarso",Chad,Stratovolcano,Unrest / Holocene,Unknown,Africa and Red Sea,Africa (northern),20.92,17.28,3100,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km),Holocene
225021,"Koussi, Emi",Chad,Pyroclastic shield,Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),19.8,18.53,3415,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km),Holocene
225030,"Marra, Jebel",Sudan,Volcanic field,Eruption Dated,2000 BCE,Africa and Red Sea,Africa (northern),12.95,24.27,3042,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
225040,Kutum Volcanic Field,Sudan,Pyroclastic cone(s),Evidence Uncertain,Unknown,Africa and Red Sea,Africa (northern),14.57,25.85,1779,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
225050,Meidob Volcanic Field,Sudan,Pyroclastic cone(s),Eruption Dated,2950 BCE,Africa and Red Sea,Africa (northern),15.32,26.47,2000,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
225060,Bayuda Volcanic Field,Sudan,Pyroclastic cone(s),Eruption Dated,850 CE,Africa and Red Sea,Africa (northern),18.33,32.75,670,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
230010,Sharat Kovakab,Syria,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (western),36.536,40.858,516,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km),Holocene
231001,Harrat Ash Shamah,Syria-Jordan-Saudi Arabia,Volcanic field,Eruption Observed,1850 CE,Middle East and Indian Ocean,Middle East (western),32.333,37.583,1100,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231010,"Rahah, Harrat ar",Saudi Arabia,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (southern),27.8,36.17,1950,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231020,"Uwayrid, Harrat",Saudi Arabia,Volcanic field,Eruption Dated,640 CE,Middle East and Indian Ocean,Middle East (southern),27.08,37.25,1920,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231040,"Lunayyir, Harrat",Saudi Arabia,Volcanic field,Eruption Observed,1000 CE,Middle East and Indian Ocean,Middle East (southern),25.17,37.75,1370,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231050,"Ithnayn, Harrat",Saudi Arabia,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (southern),26.58,40.2,1625,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231060,"Khaybar, Harrat",Saudi Arabia,Volcanic field,Eruption Observed,650 CE,Middle East and Indian Ocean,Middle East (southern),25,39.92,2093,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231070,"Rahat, Harrat",Saudi Arabia,Volcanic field,Eruption Observed,1256 CE,Middle East and Indian Ocean,Middle East (southern),23.08,39.78,1744,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231071,"Kishb, Harrat",Saudi Arabia,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (southern),22.8,41.38,1475,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
231072,"Birk, Harrat al",Saudi Arabia,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (southern),18.37,41.63,587,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231080,"Yar, Jabal",Saudi Arabia,Volcanic field,Eruption Observed,1810 CE,Middle East and Indian Ocean,Middle East (southern),17.05,42.83,305,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231090,"Arhab, Harra of",Yemen,Volcanic field,Eruption Observed,500 CE,Middle East and Indian Ocean,Middle East (southern),15.63,44.08,3100,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
231100,"Marha, Jabal el-",Yemen,Tuff cone,Evidence Uncertain,Unknown,Middle East and Indian Ocean,Middle East (southern),15.245,44.236,2506,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231110,"Haylan, Jabal",Yemen,Volcanic field,Eruption Dated,1200 BCE,Middle East and Indian Ocean,Middle East (southern),15.4,45.1,1550,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231120,"Dhamar, Harras of",Yemen,Volcanic field,Eruption Observed,1937 CE,Middle East and Indian Ocean,Middle East (southern),14.57,44.67,3500,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231160,"Sawad, Harra Es-",Yemen,Volcanic field,Eruption Observed,1253 CE,Middle East and Indian Ocean,Middle East (southern),13.58,46.12,1737,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
231170,"Bal Haf, Harra of",Yemen,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (southern),14.067,48.3,604,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
231180,Bir Borhut,Yemen,Volcanic field,Evidence Uncertain,Unknown,Middle East and Indian Ocean,Middle East (southern),15.515,50.935,464,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
232001,Sahand,Iran,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (western),37.75,46.43,3707,Andesite / Basaltic Andesite,Intraplate / Continental crust (>25 km),Holocene
232002,Sabalan,Iran,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (western),38.268,47.835,4784,Andesite / Basaltic Andesite,Intraplate / Continental crust (>25 km),Holocene
232010,Damavand,Iran,Stratovolcano,Eruption Dated,5350 BCE,Middle East and Indian Ocean,Middle East (western),35.951,52.109,5670,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental crust (>25 km),Holocene
232030,Bazman,Iran,Stratovolcano,Unrest / Holocene,Unknown,Middle East and Indian Ocean,Middle East (eastern),28.07,60,3490,Andesite / Basaltic Andesite,Intraplate / Continental crust (>25 km),Holocene
232040,Kuh-e Nader,Iran,Volcanic field,Evidence Uncertain,Unknown,Middle East and Indian Ocean,Middle East (eastern),28.17,60.67,1500,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
232050,Taftan,Iran,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (eastern),28.6,61.13,3940,Andesite / Basaltic Andesite,Intraplate / Continental crust (>25 km),Holocene
233001,"Grille, La",Comoros,Shield,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-11.47,43.33,1087,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic crust (< 15 km),Holocene
233005,Mayotte,France,Shield,Eruption Observed,2019 CE,Middle East and Indian Ocean,Indian Ocean (western),-12.83,45.17,660,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km),Holocene
233010,Karthala,Comoros,Shield,Eruption Observed,2007 CE,Middle East and Indian Ocean,Indian Ocean (western),-11.75,43.38,2361,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km),Holocene
233011,Ambre-Bobaomby,Madagascar,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-12.6,49.15,1475,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
233012,Nosy-Be,Madagascar,Pyroclastic cone(s),Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-13.32,48.48,214,Foidite,Intraplate / Continental crust (>25 km),Holocene
233013,Ankaizina Field,Madagascar,Pyroclastic cone(s),Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-14.3,48.67,2878,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
233014,Itasy Volcanic Field,Madagascar,Pyroclastic cone(s),Eruption Dated,6050 BCE,Middle East and Indian Ocean,Indian Ocean (western),-19.033,46.7,1800,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km),Holocene
233015,Vakinankaratra,Madagascar,Pyroclastic cone(s),Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-19.85,46.942,2644,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
233020,"Fournaise, Piton de la",France,Shield,Eruption Observed,2020 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km),Holocene
234000,Boomerang Seamount,France,Submarine,Eruption Dated,1995 CE,Middle East and Indian Ocean,Indian Ocean (southern),-37.721,77.825,-650,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
234001,Amsterdam Island,France,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-37.83,77.52,881,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
234002,St. Paul,France,Stratovolcano,Eruption Observed,1793 CE,Middle East and Indian Ocean,Indian Ocean (southern),-38.72,77.53,268,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
234010,Heard,Australia,Stratovolcano,Eruption Observed,2020 CE,Middle East and Indian Ocean,Indian Ocean (southern),-53.106,73.513,2745,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic crust (< 15 km),Holocene
234011,McDonald Islands,Australia,Complex,Eruption Observed,2005 CE,Middle East and Indian Ocean,Indian Ocean (southern),-53.03,72.6,230,Phonolite,Intraplate / Oceanic crust (< 15 km),Holocene
234020,Kerguelen Islands,France,Stratovolcano(es),Evidence Uncertain,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-49.58,69.5,1840,Trachyandesite / Basaltic Trachyandesite,Intraplate / Oceanic crust (< 15 km),Holocene
234030,"Est, Ile de l'",France,Stratovolcano,Evidence Uncertain,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.43,52.2,1090,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
234040,"Possession, Ile de la",France,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.42,51.75,934,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
234050,"Cochons, Ile aux",France,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.1,50.23,775,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
234060,Prince Edward Island,South Africa,Shield,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.63,37.95,672,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
234070,Marion Island,South Africa,Shield(s),Eruption Observed,2004 CE,Middle East and Indian Ocean,Indian Ocean (southern),-46.9,37.75,1230,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
241010,Kaikohe-Bay of Islands,New Zealand,Volcanic field,Eruption Dated,400 CE,New Zealand to Fiji,New Zealand,-35.3,173.9,388,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),Holocene
241011,Whangarei,New Zealand,Pyroclastic cone(s),Evidence Uncertain,Unknown,New Zealand to Fiji,New Zealand,-35.75,174.27,397,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),Holocene
241020,Auckland Volcanic Field,New Zealand,Volcanic field,Eruption Dated,1350 CE,New Zealand to Fiji,New Zealand,-36.9,174.87,260,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),Holocene
241021,Mayor Island,New Zealand,Shield,Eruption Dated,5060 BCE,New Zealand to Fiji,New Zealand,-37.28,176.25,355,Rhyolite,Subduction zone / Continental crust (>25 km),Holocene
241030,Taranaki,New Zealand,Stratovolcano,Eruption Observed,1800 CE,New Zealand to Fiji,New Zealand,-39.3,174.07,2518,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
241040,Whakaari/White Island,New Zealand,Stratovolcano(es),Eruption Observed,2019 CE,New Zealand to Fiji,New Zealand,-37.52,177.18,294,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
241050,Okataina,New Zealand,Lava dome(s),Eruption Observed,1981 CE,New Zealand to Fiji,New Zealand,-38.12,176.5,1111,Rhyolite,Subduction zone / Continental crust (>25 km),Holocene
241060,Reporoa,New Zealand,Caldera,Eruption Dated,1180 CE,New Zealand to Fiji,New Zealand,-38.42,176.33,592,Rhyolite,Subduction zone / Continental crust (>25 km),Holocene
241061,Maroa,New Zealand,Caldera(s),Eruption Dated,180 CE,New Zealand to Fiji,New Zealand,-38.42,176.08,897,Rhyolite,Subduction zone / Continental crust (>25 km),Holocene
241070,Taupo,New Zealand,Caldera,Eruption Dated,260 CE,New Zealand to Fiji,New Zealand,-38.82,176,760,Rhyolite,Subduction zone / Continental crust (>25 km),Holocene
241080,Tongariro,New Zealand,Stratovolcano(es),Eruption Observed,2012 CE,New Zealand to Fiji,New Zealand,-39.157,175.632,1978,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
241100,Ruapehu,New Zealand,Stratovolcano,Eruption Observed,2007 CE,New Zealand to Fiji,New Zealand,-39.28,175.57,2797,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
241101,Clark,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.446,177.839,-860,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),Holocene
241102,Tangaroa,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.321,178.028,-600,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),Holocene
241110,Rumble V,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.142,178.196,-400,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
241120,Rumble IV,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.13,178.05,-500,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
241130,Rumble III,New Zealand,Submarine,Eruption Observed,2008 CE,New Zealand to Fiji,New Zealand,-35.745,178.478,-220,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
241131,Rumble II West,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-35.353,178.527,-1200,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
241140,Healy,New Zealand,Submarine,Eruption Dated,1360 CE,New Zealand to Fiji,New Zealand,-35.004,178.973,-980,Dacite,Subduction zone / Oceanic crust (< 15 km),Holocene
241150,Brothers,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-34.875,179.075,-1350,Dacite,Subduction zone / Oceanic crust (< 15 km),Holocene
