"postcode","suburb","state","dc","type","lat","lon"
1220,"GROSVENOR PLACE","NSW","GROSVENOR PLACE POST SHOP","Post Office Boxes                            ","-33.741311","151.034025"
1221,"ROYAL EXCHANGE","NSW","NULL","LVR                                          ","-33.86533","151.207905"
1222,"ROYAL EXCHANGE","NSW","NULL","LVR                                          ","-33.86533","151.207905"
1223,"ROYAL EXCHANGE","NSW","NULL","LVR                                          ","-33.86533","151.207905"
1224,"ROYAL EXCHANGE","NSW","ROYAL EXCHANGE POST SHOP","LVR                                          ","-33.86533","151.207905"
1225,"ROYAL EXCHANGE","NSW","ROYAL EXCHANGE POST SHOP","Post Office Boxes                            ","-33.86533","151.207905"
1226,"QUEEN VICTORIA BUILDING","NSW","NULL","LVR                                          ","-33.871749","151.206708"
1227,"QUEEN VICTORIA BUILDING","NSW","NULL","LVR                                          ","-33.871749","151.206708"
1228,"QUEEN VICTORIA BUILDING","NSW","NULL","LVR                                          ","-33.871749","151.206708"
1229,"QUEEN VICTORIA BUILDING","NSW","QUEEN VICTORIA BUILD POST SHOP","LVR                                          ","-33.871749","151.206708"
1230,"QUEEN VICTORIA BUILDING","NSW","QUEEN VICTORIA BUILD POST SHOP","Post Office Boxes                            ","-33.871749","151.206708"
1231,"SYDNEY SOUTH","NSW","SYDNEY SOUTH-RET","LVR                                          ","-33.815551","151.042528"
1232,"SYDNEY SOUTH","NSW","EAST SUBS MC","LVR                                          ","-33.815551","151.042528"
1233,"SYDNEY SOUTH","NSW","NULL","LVR                                          ","-33.815551","151.042528"
1234,"SYDNEY SOUTH","NSW","SYDNEY SOUTH POST SHOP","LVR                                          ","-33.815551","151.042528"
1235,"SYDNEY SOUTH","NSW","SYDNEY SOUTH POST SHOP","Post Office Boxes                            ","-33.815551","151.042528"
1236,"HAYMARKET","NSW","HAYMARKET POST SHOP","LVR                                          ","-29.816475","151.659454"
1237,"HAYMARKET","NSW","HAYMARKET POST SHOP","LVR                                          ","-29.816475","151.659454"
1238,"HAYMARKET","NSW","HAYMARKET POST SHOP","LVR                                          ","-29.816475","151.659454"
1239,"HAYMARKET","NSW","HAYMARKET POST SHOP","LVR                                          ","-29.816475","151.659454"
1240,"HAYMARKET","NSW","HAYMARKET POST SHOP","Post Office Boxes                            ","-29.816475","151.659454"
1291,"SYDNEY","NSW","EAST SUBS MC","LVR                                          ","-33.794883","151.268071"
1292,"SYDNEY","NSW","EAST SUBS MC","LVR                                          ","-33.794883","151.268071"
1293,"SYDNEY","NSW","NULL","LVR                                          ","-33.794883","151.268071"
1294,"SYDNEY","NSW","NULL","LVR                                          ","-33.794883","151.268071"
1295,"SYDNEY","NSW","NULL","LVR                                          ","-33.794883","151.268071"
1296,"SYDNEY","NSW","NULL","LVR                                          ","-33.794883","151.268071"
1297,"SYDNEY","NSW","NULL","LVR                                          ","-33.794883","151.268071"
1298,"SYDNEY","NSW","NULL","LVR                                          ","-33.794883","151.268071"
1299,"SYDNEY","NSW","NULL","LVR                                          ","-33.794883","151.268071"
1300,"DARLINGHURST","NSW","DARLINGHURST POST SHOP","Post Office Boxes                            ","-33.877331","151.220876"
1335,"POTTS POINT","NSW","POTTS POINT POST SHOP","Post Office Boxes                            ","-33.82269","151.117575"
1340,"KINGS CROSS","NSW","KINGS CROSS POST SHOP","Post Office Boxes                            ","-35.537721","148.021014"
1355,"BONDI JUNCTION","NSW","BONDI JUNCTION POST SHOP","Post Office Boxes                            ","-33.893739","151.262502"
1360,"DOUBLE BAY","NSW","DOUBLE BAY POST SHOP","Post Office Boxes                            ","-33.87584","151.241938"
1401,"BROADWAY","NSW","NULL","LVR                                          ","-33.884217","151.199825"
1420,"STRAWBERRY HILLS","NSW","STRAWBERRY HILLS BC","LVR                                          ","-33.726098","150.931838"
1422,"STRAWBERRY HILLS","NSW","NULL","LVR                                          ","-33.726098","150.931838"
1423,"STRAWBERRY HILLS","NSW","NULL","LVR                                          ","-33.726098","150.931838"
1424,"STRAWBERRY HILLS","NSW","STRAWBERRY HILLS BC","LVR                                          ","-33.726098","150.931838"
1425,"STRAWBERRY HILLS","NSW","NULL","LVR                                          ","-33.726098","150.931838"
1426,"STRAWBERRY HILLS","NSW","NULL","LVR                                          ","-33.726098","150.931838"
1427,"STRAWBERRY HILLS","NSW","STRAWBERRY HILLS BC","LVR                                          ","-33.726098","150.931838"
1428,"STRAWBERRY HILLS","NSW","NULL","LVR                                          ","-33.726098","150.931838"
1429,"STRAWBERRY HILLS","NSW","NULL","LVR                                          ","-33.726098","150.931838"
1430,"EVELEIGH","NSW","ALEXANDRIA DF","LVR                                          ","-33.890232","151.199489"
1435,"ALEXANDRIA","NSW","ALEXANDRIA POST SHOP","Post Office Boxes                            ","-33.711785","151.108248"
1440,"WATERLOO","NSW","WATERLOO DELIVERY FACILITY","Post Office Boxes                            ","-33.902836","151.057914"
1441,"WATERLOO","NSW","NULL","LVR                                          ","-33.902836","151.057914"
1445,"ROSEBERY","NSW","ROSEBERY POST SHOP","Post Office Boxes                            ","-34.083089","151.007691"
1450,"CAMPERDOWN","NSW","CAMPERDOWN BC","Post Office Boxes                            ","-30.305815","153.13679"
1455,"BOTANY","NSW","BOTANY POST SHOP","Post Office Boxes                            ","-33.947087","151.197644"
1460,"MASCOT","NSW","MASCOT POST SHOP","Post Office Boxes                            ","-33.926669","151.210791"
1465,"KENSINGTON","NSW","KENSINGTON POST SHOP","Post Office Boxes                            ","-33.888549","151.140735"
1466,"UNSW SYDNEY","NSW","UNIVERSITY OF NSW LPO","Post Office Boxes                            ","-33.906561","151.234417"
1470,"DRUMMOYNE","NSW","DRUMMOYNE POST SHOP","Post Office Boxes                            ","-33.842999","151.151958"
1475,"MARRICKVILLE","NSW","MARRICKVILLE POST SHOP","Post Office Boxes                            ","-33.90911","151.15334"
1476,"MARRICKVILLE","NSW","NULL","LVR                                          ","-33.90911","151.15334"
1480,"KINGSGROVE","NSW","KINGSGROVE POST SHOP","Post Office Boxes                            ","-33.935923","151.100027"
1490,"MIRANDA","NSW","STH SUBS MC","Post Office Boxes                            ","-34.035878","151.107201"
1493,"HURSTVILLE","NSW","HURSTVILLE DC","LVR                                          ","-33.975869","151.088939"
1495,"CARINGBAH","NSW","CARINGBAH POST SHOP","Post Office Boxes                            ","-34.046927","151.123943"
1499,"SUTHERLAND","NSW","STH SUBS MC","Post Office Boxes                            ","-34.015705","151.0622"
1515,"WEST CHATSWOOD","NSW","WEST CHATSWOOD POST SHOP","Post Office Boxes                            ","-33.824607","151.207261"
1565,"MILSONS POINT","NSW","MILSONS POINT","Post Office Boxes                            ","-33.865367","151.193071"
1570,"ARTARMON","NSW","ARTARMON POST SHOP","Post Office Boxes                            ","-33.808087","151.192733"
1582,"CROWS NEST","NSW","NULL","LVR                                          ","-33.83459","151.20085"
1585,"CROWS NEST","NSW","CROWS NEST POST SHOP","Post Office Boxes                            ","-33.83459","151.20085"
1590,"ST LEONARDS","NSW","ST LEONARDS POST SHOP","Post Office Boxes                            ","-33.292001","151.468652"
1595,"LANE COVE","NSW","LANE COVE POST SHOP","Post Office Boxes                            ","-33.791875","151.187955"
1597,"LANE COVE","NSW","LANE COVE POST SHOP","LVR                                          ","-33.791875","151.187955"
1630,"HORNSBY","NSW","HORNSBY POST SHOP","Post Office Boxes                            ","-33.707684","151.099812"
1639,"FRENCHS FOREST","NSW","FRENCHS FOREST DEL FAC","LVR                                          ","-33.793137","151.246751"
1640,"FRENCHS FOREST","NSW","FRENCHS FOREST POST SHOP","Post Office Boxes                            ","-33.793137","151.246751"
1655,"MANLY","NSW","MANLY POST SHOP","Post Office Boxes                            ","-33.329799","151.505125"
1658,"MONA VALE","NSW","MONA VALE POST SHOP","LVR                                          ","-33.698773","151.216799"
1660,"MONA VALE","NSW","MONA VALE POST SHOP","Post Office Boxes                            ","-33.698773","151.216799"
1675,"GLADESVILLE","NSW","GLADESVILLE POST SHOP","Post Office Boxes                            ","-33.833033","151.139681"
1680,"RYDE","NSW","RYDE POST SHOP","Post Office Boxes                            ","-33.761498","151.137807"
1685,"WEST RYDE","NSW","WEST RYDE POST SHOP","Post Office Boxes                            ","-33.80406","151.09064"
1700,"ERMINGTON","NSW","ERMINGTON POST SHOP","Post Office Boxes                            ","-33.950299","151.206982"
1710,"EPPING","NSW","EPPING POST SHOP","Post Office Boxes                            ","-33.78417","151.116696"
1712,"EPPING","NSW","NULL","LVR                                          ","-33.78417","151.116696"
1715,"PENNANT HILLS","NSW","PENNANT HILLS POST SHOP","Post Office Boxes                            ","-33.758433","151.049106"
1730,"SEVEN HILLS","NSW","SEVEN HILLS POST SHOP","Post Office Boxes                            ","-33.760263","150.966912"
1740,"PARRAMATTA","NSW","NULL","LVR                                          ","-33.886166","151.139472"
1741,"PARRAMATTA","NSW","PARRAMATTA CBD BC","LVR                                          ","-33.886166","151.139472"
1750,"NORTH PARRAMATTA","NSW","NORTH PARRAMATTA POST SHOP","Post Office Boxes                            ","-33.857053","151.023102"
1755,"BAULKHAM HILLS","NSW","BAULKHAM HILLS POST SHOP","Post Office Boxes                            ","-33.767239","150.968177"
1765,"CASTLE HILL","NSW","CASTLE HILL POST SHOP","Post Office Boxes                            ","-33.735906","151.030535"
1771,"PENNANT HILLS","NSW","PENNANT HILLS POST SHOP","LVR                                          ","-33.758433","151.049106"
1790,"ST MARYS","NSW","ST MARYS","Post Office Boxes                            ","-33.859047","151.19554"
1800,"ASHFIELD","NSW","ASHFIELD POST SHOP","Post Office Boxes                            ","-34.096505","150.778939"
1805,"BURWOOD","NSW","BURWOOD POST SHOP","Post Office Boxes                            ","-33.891556","151.10082"
1811,"SILVERWATER","NSW","SILVERWATER BC","Post Office Boxes                            ","-33.82328","151.051375"
1816,"STRATHFIELD","NSW","NULL","LVR                                          ","-33.877139","151.093326"
1819,"STRATHFIELD","NSW","STRATHFIELD","LVR                                          ","-33.877139","151.093326"
1830,"GRANVILLE","NSW","GRANVILLE","LVR                                          ","-33.859289","150.948582"
1831,"GRANVILLE","NSW","NULL","LVR                                          ","-33.859289","150.948582"
1835,"AUBURN","NSW","AUBURN POST SHOP","Post Office Boxes                            ","-33.883928","151.023796"
1848,"GUILDFORD","NSW","NULL","LVR                                          ","-33.850193","150.966745"
1860,"FAIRFIELD","NSW","FAIRFIELD POST SHOP","Post Office Boxes                            ","-33.850457","150.961124"
